"priority","area","document","public_url","admin_url","slot","what_it_is","field_status","renders_today","current_file","if_left_empty","supply_via","your_file_or_notes"
"3 — optional","Content","Article: In the Loop Vol. 25 — Compiling Briefs to Medical Specialists","/in-the-loop/qa-insights/in-the-loop-vol-25-compiling-briefs-to-medical-specialists","/admin/collections/posts/2","meta.image","Article social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Article: In the Loop Vol. 26 — Why Maximum Medical Improvement is the Baseline for a Reliable IME","/in-the-loop/qa-insights/in-the-loop-vol-26-why-maximum-medical-improvement-is-the-baseline-for-a-reliable-ime","/admin/collections/posts/3","author.photo","posts · Evie Le","EMPTY","No","","Byline renders with no avatar; can come from a linked Team member","Upload in the admin",""
"3 — optional","Content","Article: In the Loop Vol. 26 — Why Maximum Medical Improvement is the Baseline for a Reliable IME","/in-the-loop/qa-insights/in-the-loop-vol-26-why-maximum-medical-improvement-is-the-baseline-for-a-reliable-ime","/admin/collections/posts/3","meta.image","Article social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Article: In the Loop Vol. 27 — Timing the IME Process","/in-the-loop/qa-insights/in-the-loop-vol-27-timing-the-ime-process","/admin/collections/posts/4","author.photo","posts · Mel Smith","EMPTY","No","","Byline renders with no avatar; can come from a linked Team member","Upload in the admin",""
"3 — optional","Content","Article: In the Loop Vol. 27 — Timing the IME Process","/in-the-loop/qa-insights/in-the-loop-vol-27-timing-the-ime-process","/admin/collections/posts/4","meta.image","Article social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: 2025 AILA QLD Insurance Intensive ‘Risky Business’","/events/event/aila-qld-insurance-intensive-2025-risky-business","/admin/collections/events/8","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: AILA National Conference 2024","/events/event/aila-national-conference-2024","/admin/collections/events/2","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: ALA Queensland Conference 2025","/events/event/ala-queensland-conference-2025","/admin/collections/events/7","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: ALA Queensland Conference 2026","/events/event/ala-queensland-conference-2026","/admin/collections/events/11","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Breakfast Seminar with Dr Ashwani Garg","/events/event/breakfast-seminar-with-dr-ashwani-garg","/admin/collections/events/13","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Breakfast Seminar with Orthopaedic Surgeons","/events/event/breakfast-seminar-with-orthopaedic-surgeons","/admin/collections/events/1","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Breakfast Seminar with Psychiatrists","/events/event/breakfast-seminar-with-psychiatrists","/admin/collections/events/5","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Gold Coast Client Dinner","/events/event/gold-coast-client-dinner","/admin/collections/events/4","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Holiday Party 2025: VERIFY’s ‘Blue Christmas’","/events/event/holiday-party-2025-blue-christmas","/admin/collections/events/10","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: The Future is Female: Leading Ladies in Medicine & Law","/events/event/the-future-is-female-leading-ladies-in-medicine-and-law","/admin/collections/events/12","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Travis Schultz & Partners Law & Wine Dinner for LifeFlight 2025","/events/event/travis-schultz-law-and-wine-dinner-lifeflight-2025","/admin/collections/events/9","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: Travis Schultz & Partners Law & Wine Dinner for LifeFlight Sponsorship","/events/event/travis-schultz-law-and-wine-dinner-lifeflight-2024","/admin/collections/events/3","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Content","Event: VERIFY End-of-Year Holiday Party 2024","/events/event/verify-end-of-year-holiday-party-2024","/admin/collections/events/6","meta.image","Event social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: About VERIFY","/about","/admin/collections/pages/4","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Administrative Services","/services/medico-legal/admin-services","/admin/collections/pages/12","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Contact Us","/contact","/admin/collections/pages/2","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Educational Services","/services/educational-services","/admin/collections/pages/7","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Events & Seminars","/events","/admin/collections/pages/22","layout[0].slides[0].image","slideCarousel · Informative Seminars","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Events & Seminars","/events","/admin/collections/pages/22","layout[0].slides[1].image","slideCarousel · 'Specialist Insights' Presentations","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Events & Seminars","/events","/admin/collections/pages/22","layout[0].slides[2].image","slideCarousel · Networking Events","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Events & Seminars","/events","/admin/collections/pages/22","layout[0].slides[3].image","slideCarousel · Industry Sponsorships","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Events & Seminars","/events","/admin/collections/pages/22","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[0].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[1].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[2].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[3].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[4].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[5].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[6].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[7].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[8].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[9].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[10].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[11].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[12].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[13].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[14].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","layout[4].content[0].items[15].image","faq · Common Questions · Frequently Asked [[Questions]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Claimants","/information-centre/for-claimants","/admin/collections/pages/20","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[0].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[1].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[2].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[3].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[4].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[5].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[6].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[7].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[8].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[9].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[10].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[11].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[12].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[13].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[14].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","layout[4].content[0].items[15].image","faq · Common Questions · Client [[FAQs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: For Clients","/information-centre/for-clients","/admin/collections/pages/19","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Home","/","/admin/collections/pages/1","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: In the Loop","/in-the-loop","/admin/collections/pages/21","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[0].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[1].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[2].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[3].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[4].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[5].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[6].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[7].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","layout[2].items[8].image","faq · Areas of Expertise · IMEs Across All [[Major Claim Types]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Independent Medical Examination (IME)","/services/medico-legal/ime","/admin/collections/pages/9","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Information Centre","/information-centre","/admin/collections/pages/18","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Join Expert Panel","/specialists/join-expert-panel","/admin/collections/pages/17","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Joint Medical Examination (JME)","/services/medico-legal/jme","/admin/collections/pages/10","layout[5].items[0].image","faq · Frequently Asked Questions · Common Questions [[About JMEs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Joint Medical Examination (JME)","/services/medico-legal/jme","/admin/collections/pages/10","layout[5].items[1].image","faq · Frequently Asked Questions · Common Questions [[About JMEs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Joint Medical Examination (JME)","/services/medico-legal/jme","/admin/collections/pages/10","layout[5].items[2].image","faq · Frequently Asked Questions · Common Questions [[About JMEs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Joint Medical Examination (JME)","/services/medico-legal/jme","/admin/collections/pages/10","layout[5].items[3].image","faq · Frequently Asked Questions · Common Questions [[About JMEs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Joint Medical Examination (JME)","/services/medico-legal/jme","/admin/collections/pages/10","layout[5].items[4].image","faq · Frequently Asked Questions · Common Questions [[About JMEs]]","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Joint Medical Examination (JME)","/services/medico-legal/jme","/admin/collections/pages/10","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Make a Booking","/make-a-booking","/admin/collections/pages/3","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Medico-Legal Services","/services/medico-legal","/admin/collections/pages/8","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Meet the Team","/about/meet-the-team","/admin/collections/pages/5","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Other Reporting Services","/services/medico-legal/reporting-services","/admin/collections/pages/11","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Past Events","/events/past-events","/admin/collections/pages/24","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Privacy Policy","/privacy-policy","/admin/collections/pages/25","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Services","/services","/admin/collections/pages/6","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Specialist Availability","/specialists/specialist-availability","/admin/collections/pages/16","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Specialist Panel","/specialists/specialist-panel","/admin/collections/pages/14","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Specialists","/specialists","/admin/collections/pages/13","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Specialty List","/specialists/specialty-list","/admin/collections/pages/15","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[5].rows[0].image","splitFeature · IME · Independent Medical Examinations","SET","Yes — uploaded image","madeline-cook.jpg","","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[5].rows[1].image","splitFeature · JME · Joint Medical Examinations","SET","Yes — uploaded image","madeline-cook.jpg","","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[9].slides[0].image","slideCarousel · Informative Seminars","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[9].slides[1].image","slideCarousel · Specialist Insights Presentations","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[9].slides[2].image","slideCarousel · Networking Events","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[9].slides[3].image","slideCarousel · Industry Sponsorships","EMPTY","No","","Nothing renders for that slide","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[11].content[1].items[0].image","Page","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","layout[11].content[1].items[1].image","Page","EMPTY","No","","Split layout only, and only the FIRST item that has one is used","Upload in the admin",""
"3 — optional","Page","Page: Style Guide","/style-guide","/admin/collections/pages/27","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Terms & Conditions","/terms-conditions","/admin/collections/pages/26","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","Page","Page: Upcoming Events","/events/upcoming-events","/admin/collections/pages/23","meta.image","Page social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: A/Prof Arman Sabet","/specialists/profiles/dr-arman-sabet","/admin/collections/specialists/23","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Adjunct Professor Anna Lenardon","/specialists/profiles/adjunct-professor-anna-lenardon","/admin/collections/specialists/11","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Associate Professor Iulian Nusem","/specialists/profiles/associate-professor-iulian-nusem","/admin/collections/specialists/15","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Adam Parr","/specialists/profiles/dr-adam-parr","/admin/collections/specialists/16","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Amritash Rai","/specialists/profiles/dr-amritash-rai","/admin/collections/specialists/19","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Andrew Renaut","/specialists/profiles/dr-andrew-renaut","/admin/collections/specialists/21","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Andrew Ryan","/specialists/profiles/dr-andrew-ryan","/admin/collections/specialists/22","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Ashwani Garg","/specialists/profiles/dr-ashwani-garg","/admin/collections/specialists/8","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Benjamin Erzetic","/specialists/profiles/dr-benjamin-erzetic","/admin/collections/specialists/6","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Bill Donnelly","/specialists/profiles/dr-bill-donnelly","/admin/collections/specialists/3","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr David Wheatley","/specialists/profiles/dr-david-wheatley","/admin/collections/specialists/25","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Gerald Yeo","/specialists/profiles/dr-gerald-yeo","/admin/collections/specialists/26","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Hugh English","/specialists/profiles/dr-hugh-english","/admin/collections/specialists/5","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr James McKeon","/specialists/profiles/dr-james-mckeon","/admin/collections/specialists/13","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr James Reidy","/specialists/profiles/dr-james-reidy","/admin/collections/specialists/20","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Jason Beer","/specialists/profiles/dr-jason-beer","/admin/collections/specialists/1","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Lucas Murphy","/specialists/profiles/dr-lucas-murphy","/admin/collections/specialists/14","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
"3 — optional","People","Specialist: Dr Michael Karpa","/specialists/profiles/dr-michael-karpa","/admin/collections/specialists/10","meta.image","Specialist social preview image","INHERITED","Yes — site-wide share card","","Falls back to Site Settings → Social image","Upload in the admin",""
